401297;461296054200001;0;907191;13;"A";0;1;"P";0;"1007094";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621618;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200002;0;907182;13;"A";0;1;"P";0;"1007085";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621643;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200003;0;907183;13;"A";0;1;"P";0;"1007086";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621616;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200004;0;907184;13;"A";0;1;"P";0;"1007087";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621621;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200005;0;907185;13;"A";0;1;"P";0;"1007088";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621625;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200006;0;907186;13;"A";0;1;"P";0;"1007089";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621617;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200007;0;907187;13;"A";0;1;"P";0;"1007090";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621649;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200008;0;907188;13;"A";0;1;"P";0;"1007091";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621650;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200009;0;907189;13;"A";0;1;"P";0;"1007092";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621644;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200010;0;907190;13;"A";0;1;"P";0;"1007093";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621646;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200011;0;907198;13;"A";0;1;"P";0;"1007101";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621626;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200012;0;907199;13;"A";0;1;"P";0;"1007102";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621623;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200013;0;907200;13;"A";0;1;"P";0;"1007103";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621635;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200014;0;907201;13;"A";0;1;"P";0;"1007104";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621619;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200015;0;907202;13;"A";0;1;"P";0;"1007105";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621630;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200016;0;907327;13;"A";0;1;"P";0;"1007230";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621627;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200017;0;907328;13;"A";0;1;"P";0;"1007231";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621636;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200018;0;907329;13;"A";0;1;"P";0;"1007232";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621640;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200019;0;907331;13;"A";0;1;"P";0;"1007234";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621642;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200020;0;907457;13;"A";0;1;"P";0;"1007360";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621641;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200021;0;907335;13;"A";0;1;"P";0;"1007238";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621638;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200022;0;907336;13;"A";0;1;"P";0;"1007239";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621647;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200023;0;907337;13;"A";0;1;"P";0;"1007240";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621622;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200024;0;907378;13;"A";0;1;"P";0;"1007281";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621651;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200025;0;907379;13;"A";0;1;"P";0;"1007282";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621624;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200026;0;907380;13;"A";0;1;"P";0;"1007283";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621632;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200027;0;907381;13;"A";0;1;"P";0;"1007284";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621607;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200028;0;907195;13;"A";0;1;"P";0;"1007098";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621634;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200029;0;907197;13;"A";0;1;"P";0;"1007100";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621639;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200030;0;907192;13;"A";0;1;"P";0;"1007095";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621633;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200031;0;907193;13;"A";0;1;"P";0;"1007096";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621629;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200032;0;907194;13;"A";0;1;"P";0;"1007097";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621620;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200033;0;907332;13;"A";0;1;"P";0;"1007235";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621628;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200034;0;907333;13;"A";0;1;"P";0;"1007236";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621631;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200035;0;907334;13;"A";0;1;"P";0;"1007237";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621637;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200036;0;907382;13;"A";0;1;"P";0;"1007285";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621648;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200037;0;907455;13;"A";0;1;"P";0;"1007358";"";;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621645;"1000120240730";1;"0";"EA";;"";42;"BSG US"|
401297;461296054200038;36;907332;13;"A";0;1;"P";0;"1007235";"";71;"USD";"F";"F";"F";6.09;"20240730";"20990101";"F";0;0;0;"F";4612960542;"20240729";"";"";"";4621664;"1000220240730";2;"0";"EA";;"";42;"BSG US"|
